pais;codigo;anpo;expectativa_vida;pib_per_capita;populacao;continente
Micronesia (country);FSM;1872;;;21268;
Moldova;MDA;1872;;;1142965;
Monaco;MCO;1872;;;14926;
Mongolia;MNG;1872;;;668073;
Montenegro;MNE;1872;;;283722;
Morocco;MAR;1872;;;3548085;
Mozambique;MOZ;1872;;;4597234;
Myanmar;MMR;1872;;;4019551;
Namibia;NAM;1872;;;149469;
Nauru;NRU;1872;;;1913;
Nepal;NPL;1872;;;4688530;
Netherlands;NLD;1872;36,45;4414;3684636;
New Zealand;NZL;1872;;5616;327464;
Nicaragua;NIC;1872;;;364991;
Niger;NER;1872;;;1107245;
Nigeria;NGA;1872;;;15378242;
North Korea;PRK;1872;;;4705817;
North Macedonia;MKD;1872;;;622834;
Norway;NOR;1872;50,02;2342;1770533;
Oman;OMN;1872;;;359898;
Pakistan;PAK;1872;;;15987458;
Palau;PLW;1872;;;4997;
Palestine;PSE;1872;;;204973;
Panama;PAN;1872;;;178574;
Papua New Guinea;PNG;1872;;;881153;
Paraguay;PRY;1872;;;356680;
Peru;PER;1872;;1771;2683622;
Philippines;PHL;1872;;;5022813;
Poland;POL;1872;;1599;17264935;
Portugal;PRT;1872;;1521;4380217;
Qatar;QAT;1872;;;14094;
Romania;ROU;1872;;373;9260754;
Russia;RUS;1872;;;50369657;
Rwanda;RWA;1872;;;1550652;
Saint Kitts and Nevis;KNA;1872;;;41298;
Saint Lucia;LCA;1872;;;33832;
Saint Vincent and the Grenadines;VCT;1872;;;36958;
Samoa;WSM;1872;;;40126;
San Marino;SMR;1872;;;8147;
Sao Tome and Principe;STP;1872;;;32819;
Saudi Arabia;SAU;1872;;;2196729;
Senegal;SEN;1872;;;1085225;
Serbia;SRB;1872;;;1938808;
Seychelles;SYC;1872;;;15467;
Sierra Leone;SLE;1872;;;896178;
Singapore;SGP;1872;;;89167;
Slovakia;SVK;1872;;;2582972;
Slovenia;SVN;1872;;;742197;
Solomon Islands;SLB;1872;;;94435;
Somalia;SOM;1872;;;1476532;
South Africa;ZAF;1872;;1902;3867225;
South Korea;KOR;1872;;;9530001;
South Sudan;SSD;1872;;;1466014;
Spain;ESP;1872;;2246;16330970;
Sri Lanka;LKA;1872;;1251;2881100;
Sudan;SDN;1872;;;4795109;
Suriname;SUR;1872;;;89304;
Sweden;SWE;1872;50;2259;4244897;
Switzerland;CHE;1872;;3140,486816;2684463;
Syria;SYR;1872;;;1576614;
Taiwan;TWN;1872;;;2336954;
Tajikistan;TJK;1872;;;747369;
Tanzania;TZA;1872;;;5337391;
Thailand;THA;1872;;;5914446;
Timor;TLS;1872;;;265514;
Togo;TGO;1872;;;590941;
Tonga;TON;1872;;;19328;
Trinidad and Tobago;TTO;1872;;;133263;
Tunisia;TUN;1872;;;1400770;
Turkey;TUR;1872;;;11958776;
Turkmenistan;TKM;1872;;;589452;
Tuvalu;TUV;1872;;;3206;
Uganda;UGA;1872;;;3231991;
Ukraine;UKR;1872;;;18099215;
United Arab Emirates;ARE;1872;;;40054;
United Kingdom;GBR;1872;42,72;5769;32121831;
United States;USA;1872;;4991,984863;42686547;
Uruguay;URY;1872;;4305;366856;
Uzbekistan;UZB;1872;;;3068456;
Vanuatu;VUT;1872;;;44787;
Vatican;VAT;1872;;;907;
Venezuela;VEN;1872;;1750;1756824;
Vietnam;VNM;1872;;;10527988;
World;OWID_WRL;1872;;;1360191149;
Yemen;YEM;1872;;;2821351;
Zambia;ZMB;1872;;;1598528;
Zimbabwe;ZWE;1872;;;828371;
Afghanistan;AFG;1873;;;4205274;
Albania;ALB;1873;;;624151;
Algeria;DZA;1873;;;3566379;
Andorra;AND;1873;;;3842;
Angola;AGO;1873;;;2925605;
Antigua and Barbuda;ATG;1873;;;34857;
Argentina;ARG;1873;;;1971896;
Armenia;ARM;1873;;;667237;
Australia;AUS;1873;;6095;1883321;
Austria;AUT;1873;;3049;4644745;
Azerbaijan;AZE;1873;;;1429051;
Bahamas;BHS;1873;;;41715;
Bahrain;BHR;1873;;;65311;
Bangladesh;BGD;1873;;;23681844;
Barbados;BRB;1873;;;164973;
Belarus;BLR;1873;;;3828696;
Belgium;BEL;1873;43,46;4495;5223465;
Belize;BLZ;1873;;;25874;
Benin;BEN;1873;;;952205;
Bhutan;BTN;1873;;;304455;
Bolivia;BOL;1873;;;1411598;
Bosnia and Herzegovina;BIH;1873;;;1212321;
Botswana;BWA;1873;;;125877;
Brazil;BRA;1873;;1089;10387088;
Brunei;BRN;1873;;;7059;
Bulgaria;BGR;1873;;;2700370;
Burkina Faso;BFA;1873;;;2001932;
Burundi;BDI;1873;;;1589316;
Cambodia;KHM;1873;;;2386745;
Cameroon;CMR;1873;;;3067138;
Canada;CAN;1873;;2936;3919216;
Cape Verde;CPV;1873;;;103465;
Central African Republic;CAF;1873;;;967206;
Chad;TCD;1873;;;1851779;
Chile;CHL;1873;;2024;2092262;
China;CHN;1873;;;361578676;
Colombia;COL;1873;;1093;2542663;
Comoros;COM;1873;;;70083;
Congo;COG;1873;;;556021;
Costa Rica;CRI;1873;;;153793;
Cote d'Ivoire;CIV;1873;;;1217646;
Croatia;HRV;1873;;;1957833;
Cuba;CUB;1873;;;1398006;
Cyprus;CYP;1873;;;185641;
Czechia;CZE;1873;;;7844935;
Democratic Republic of Congo;COD;1873;;;8999406;
Denmark;DNK;1873;47,47;3279;1945184;
Djibouti;DJI;1873;;;40390;
Dominica;DMA;1873;;;27186;
Dominican Republic;DOM;1873;;;261623;
Ecuador;ECU;1873;;;1057734;
Egypt;EGY;1873;;;7008136;
El Salvador;SLV;1873;;;548528;
Equatorial Guinea;GNQ;1873;;;125429;
Eritrea;ERI;1873;;;634577;
Estonia;EST;1873;;;631478;
Eswatini;SWZ;1873;;;83274;
Ethiopia;ETH;1873;;;18246868;
Fiji;FJI;1873;;;128931;
Finland;FIN;1873;;1902;1836768;
France;FRA;1873;41,76;3064;38363767;
Gabon;GAB;1873;;;344245;
Gambia;GMB;1873;;;131329;
Georgia;GEO;1873;;;1739249;
Germany;DEU;1873;;3186;40725727;
Ghana;GHA;1873;;;2220213;
Greece;GRC;1873;;2128;3783842;
Grenada;GRD;1873;;;39038;
Guatemala;GTM;1873;;;1139762;
Guinea;GIN;1873;;;1232768;
Guinea-Bissau;GNB;1873;;;235715;
Guyana;GUY;1873;;;205270;
Haiti;HTI;1873;;;1200582;
Honduras;HND;1873;;;381780;
Hong Kong;HKG;1873;;;133411;
Hungary;HUN;1873;;;6010261;
Iceland;ISL;1873;36,63;;70480;
India;IND;1873;;;257018683;
Indonesia;IDN;1873;;813;27988449;
Iran;IRN;1873;;;8600832;
Iraq;IRQ;1873;;;1661705;
Ireland;IRL;1873;;;5327226;
Israel;ISR;1873;;;272147;
Italy;ITA;1873;31,61;2581;28265978;
Jamaica;JAM;1873;;;524422;
Japan;JPN;1873;;;35003052;
Jordan;JOR;1873;;;256863;
Kazakhstan;KAZ;1873;23,8;;3292862;
Kenya;KEN;1873;;;3849568;
Kiribati;KIR;1873;;;22914;
Kuwait;KWT;1873;;;83241;
Kyrgyzstan;KGZ;1873;;;858496;
Laos;LAO;1873;;;785037;
Latvia;LVA;1873;;;1393396;
Lebanon;LBN;1873;;;473916;
Lesotho;LSO;1873;;;221265;
Liberia;LBR;1873;;;392123;
Libya;LBY;1873;;;348162;
Liechtenstein;LIE;1873;;;8486;
Lithuania;LTU;1873;;;1696846;
Luxembourg;LUX;1873;;;201305;
Madagascar;MDG;1873;;;2789094;
Malawi;MWI;1873;;;2129833;
Malaysia;MYS;1873;;;870210;
Maldives;MDV;1873;;;56250;
Mali;MLI;1873;;;1806672;
Malta;MLT;1873;;;184118;
Marshall Islands;MHL;1873;;;20402;
Mauritania;MRT;1873;;;310261;
Mauritius;MUS;1873;;;340289;
Mexico;MEX;1873;;;9500014;
Micronesia (country);FSM;1873;;;21379;
Moldova;MDA;1873;;;1153319;
Monaco;MCO;1873;;;15124;
Mongolia;MNG;1873;;;669024;
Montenegro;MNE;1873;;;288121;
Morocco;MAR;1873;;;3583738;
Mozambique;MOZ;1873;;;4584000;
Myanmar;MMR;1873;;;3963290;
Namibia;NAM;1873;;;151108;
Nauru;NRU;1873;;;1914;
Nepal;NPL;1873;;;4709432;
Netherlands;NLD;1873;39,17;4503;3726219;
New Zealand;NZL;1873;;6107;347014;
Nicaragua;NIC;1873;;;370188;
Niger;NER;1873;;;1114013;
Nigeria;NGA;1873;;;15484597;
North Korea;PRK;1873;;;4723514;
North Macedonia;MKD;1873;;;628530;
Norway;NOR;1873;49,67;2421;1788471;
Oman;OMN;1873;;;360512;
Pakistan;PAK;1873;;;16062035;
Palau;PLW;1873;;;5022;
Palestine;PSE;1873;;;207188;
Panama;PAN;1873;;;180878;
Papua New Guinea;PNG;1873;;;886546;
Paraguay;PRY;1873;;;343559;
Peru;PER;1873;;1757;2717888;
Philippines;PHL;1873;;;5097662;
Poland;POL;1873;;1653;17523523;
Portugal;PRT;1873;;1575;4407958;
Qatar;QAT;1873;;;14171;
Romania;ROU;1873;;397;9316110;
Russia;RUS;1873;;;50828992;
Rwanda;RWA;1873;;;1552294;
Saint Kitts and Nevis;KNA;1873;;;41717;
Saint Lucia;LCA;1873;;;34532;
Saint Vincent and the Grenadines;VCT;1873;;;37442;
Samoa;WSM;1873;;;39842;
San Marino;SMR;1873;;;8208;
Sao Tome and Principe;STP;1873;;;33051;
Saudi Arabia;SAU;1873;;;2194727;
Senegal;SEN;1873;;;1096716;
Serbia;SRB;1873;;;1935156;
Seychelles;SYC;1873;;;15542;
Sierra Leone;SLE;1873;;;903134;
Singapore;SGP;1873;;;91984;
Slovakia;SVK;1873;;;2592002;
Slovenia;SVN;1873;;;748790;
Solomon Islands;SLB;1873;;;95214;
Somalia;SOM;1873;;;1477909;
South Africa;ZAF;1873;;1639;3911572;
South Korea;KOR;1873;;;9524049;
South Sudan;SSD;1873;;;1478784;
Spain;ESP;1873;;2428;16396125;
Sri Lanka;LKA;1873;;1256;2906791;
Sudan;SDN;1873;;;4799437;
Suriname;SUR;1873;;;89493;
Sweden;SWE;1873;48,64;2284;4284851;
Switzerland;CHE;1873;;3320,861328;2702214;
Syria;SYR;1873;;;1581194;
Taiwan;TWN;1873;;;2343380;
Tajikistan;TJK;1873;;;754087;
Tanzania;TZA;1873;;;5331549;
Thailand;THA;1873;;;5959742;
Timor;TLS;1873;;;268732;
Togo;TGO;1873;;;596700;
Tonga;TON;1873;;;19367;
Trinidad and Tobago;TTO;1873;;;137658;
Tunisia;TUN;1873;;;1415501;
Turkey;TUR;1873;;;12031944;
Turkmenistan;TKM;1873;;;594811;
Tuvalu;TUV;1873;;;3222;
Uganda;UGA;1873;;;3247848;
Ukraine;UKR;1873;;;18268190;
United Arab Emirates;ARE;1873;;;40267;
United Kingdom;GBR;1873;43,29;5842;32441782;
United States;USA;1873;;5116,687988;43689508;
Uruguay;URY;1873;;4403;378211;
Uzbekistan;UZB;1873;;;3095794;
Vanuatu;VUT;1873;;;45161;
Vatican;VAT;1873;;;907;
Venezuela;VEN;1873;;1884;1788471;
Vietnam;VNM;1873;;;10556185;
World;OWID_WRL;1873;;;1367778454;
Yemen;YEM;1873;;;2825187;
Zambia;ZMB;1873;;;1599169;
Zimbabwe;ZWE;1873;;;836639;
Afghanistan;AFG;1874;;;4226265;
Albania;ALB;1874;;;630149;
Algeria;DZA;1874;;;3601937;
Andorra;AND;1874;;;3869;
Angola;AGO;1874;;;2944418;
Antigua and Barbuda;ATG;1874;;;34851;
Argentina;ARG;1874;;;2034917;
Armenia;ARM;1874;;;673204;
Australia;AUS;1874;;6113;1923486;
Austria;AUT;1874;;3158;4686381;
Azerbaijan;AZE;1874;;;1442206;
Bahamas;BHS;1874;;;42277;
Bahrain;BHR;1874;;;65688;
Bangladesh;BGD;1874;;;23765043;
Barbados;BRB;1874;;;165965;
Belarus;BLR;1874;;;3864120;
Belgium;BEL;1874;44,65;4607;5267269;
Belize;BLZ;1874;;;26086;
Benin;BEN;1874;;;961999;
Bhutan;BTN;1874;;;303089;
Bolivia;BOL;1874;;;1370699;
Bosnia and Herzegovina;BIH;1874;;;1231829;
Botswana;BWA;1874;;;127139;
Brazil;BRA;1874;;1106;10582725;
Brunei;BRN;1874;;;7279;
Bulgaria;BGR;1874;;;2739380;
Burkina Faso;BFA;1874;;;2012188;
Burundi;BDI;1874;;;1598972;
Cambodia;KHM;1874;;;2402935;
Cameroon;CMR;1874;;;3084035;
Canada;CAN;1874;;2955;3976128;
Cape Verde;CPV;1874;;;104826;
Central African Republic;CAF;1874;;;970663;
Chad;TCD;1874;;;1856231;
Chile;CHL;1874;;1954;2126822;
China;CHN;1874;;;362602566;
Colombia;COL;1874;;1100;2587634;
Comoros;COM;1874;;;70557;
Congo;COG;1874;;;560644;
Costa Rica;CRI;1874;;;158424;
Cote d'Ivoire;CIV;1874;;;1226863;
Croatia;HRV;1874;;;1975233;
Cuba;CUB;1874;;;1417413;
Cyprus;CYP;1874;;;185652;
Czechia;CZE;1874;;;7894250;
Democratic Republic of Congo;COD;1874;;;9067512;
Denmark;DNK;1874;46,01;3341;1964256;
Djibouti;DJI;1874;;;40424;
Dominica;DMA;1874;;;27281;
Dominican Republic;DOM;1874;;;268314;
Ecuador;ECU;1874;;;1069700;
Egypt;EGY;1874;;;7072137;
El Salvador;SLV;1874;;;561733;
Equatorial Guinea;GNQ;1874;;;126339;
Eritrea;ERI;1874;;;632243;
Estonia;EST;1874;;;639092;
Eswatini;SWZ;1874;;;84111;
Ethiopia;ETH;1874;;;18238732;
Fiji;FJI;1874;;;128591;
Finland;FIN;1874;;1919;1865324;
France;FRA;1874;44,3;3438;38412539;
Gabon;GAB;1874;;;346740;
Gambia;GMB;1874;;;132579;
Georgia;GEO;1874;;;1755174;
Germany;DEU;1874;;3386;41159810;
Ghana;GHA;1874;;;2233625;
Greece;GRC;1874;;2013;3823140;
Grenada;GRD;1874;;;39425;
Guatemala;GTM;1874;;;1155004;
Guinea;GIN;1874;;;1244047;
Guinea-Bissau;GNB;1874;;;237593;
Guyana;GUY;1874;;;210642;
Haiti;HTI;1874;;;1213500;
Honduras;HND;1874;;;371840;
Hong Kong;HKG;1874;;;137988;
Hungary;HUN;1874;;;6043849;
Iceland;ISL;1874;39,66;;70673;
India;IND;1874;;;257562626;
Indonesia;IDN;1874;;802;28296559;
Iran;IRN;1874;;;8634166;
Iraq;IRQ;1874;;;1671710;
Ireland;IRL;1874;;;5304469;
Israel;ISR;1874;;;272991;
Italy;ITA;1874;31,76;2715;28423863;
Jamaica;JAM;1874;;;532550;
Japan;JPN;1874;;1607,48999;35231106;
Jordan;JOR;1874;;;257355;
Kazakhstan;KAZ;1874;;;3322203;
Kenya;KEN;1874;;;3876096;
Kiribati;KIR;1874;;;23017;
Kuwait;KWT;1874;;;83761;
Kyrgyzstan;KGZ;1874;;;866277;
Laos;LAO;1874;;;802139;
Latvia;LVA;1874;;;1416010;
Lebanon;LBN;1874;;;474501;
Lesotho;LSO;1874;;;223373;
Liberia;LBR;1874;;;395568;
Libya;LBY;1874;;;352144;
Liechtenstein;LIE;1874;;;8548;
Lithuania;LTU;1874;;;1722012;
Luxembourg;LUX;1874;;;202483;
Madagascar;MDG;1874;;;2798582;
Malawi;MWI;1874;;;2127346;
Malaysia;MYS;1874;;;899699;
Maldives;MDV;1874;;;56509;
Mali;MLI;1874;;;1823677;
Malta;MLT;1874;;;185232;
Marshall Islands;MHL;1874;;;20907;
Mauritania;MRT;1874;;;311511;
Mauritius;MUS;1874;;;343330;
Mexico;MEX;1874;;;9612506;
Micronesia (country);FSM;1874;;;21490;
Moldova;MDA;1874;;;1163766;
Monaco;MCO;1874;;;15324;
Mongolia;MNG;1874;;;669976;
Montenegro;MNE;1874;;;292588;
Morocco;MAR;1874;;;3619749;
Mozambique;MOZ;1874;;;4570801;
Myanmar;MMR;1874;;;3907810;
Namibia;NAM;1874;;;152766;
Nauru;NRU;1874;;;1916;
Nepal;NPL;1874;;;4730426;
Netherlands;NLD;1874;41,26;4337;3768272;
New Zealand;NZL;1874;;6126;367731;
Nicaragua;NIC;1874;;;375457;
Niger;NER;1874;;;1120817;
Nigeria;NGA;1874;;;15591647;
North Korea;PRK;1874;;;4741263;
North Macedonia;MKD;1874;;;634279;
Norway;NOR;1874;47,76;2348;1806590;
Oman;OMN;1874;;;361127;
Pakistan;PAK;1874;;;16136951;
Palau;PLW;1874;;;5047;
Palestine;PSE;1874;;;209456;
Panama;PAN;1874;;;183212;
Papua New Guinea;PNG;1874;;;891943;
Paraguay;PRY;1874;;;330920;
Peru;PER;1874;;1777;2752592;
Philippines;PHL;1874;;;5173608;
Poland;POL;1874;;1682;17785982;
Portugal;PRT;1874;;1540;4435874;
Qatar;QAT;1874;;;14248;
Romania;ROU;1874;;391;9371796;
Russia;RUS;1874;;;51292514;
Rwanda;RWA;1874;;;1553937;
Saint Kitts and Nevis;KNA;1874;;;42141;
Saint Lucia;LCA;1874;;;35247;
Saint Vincent and the Grenadines;VCT;1874;;;37932;
Samoa;WSM;1874;;;39561;
San Marino;SMR;1874;;;8269;
Sao Tome and Principe;STP;1874;;;33285;
Saudi Arabia;SAU;1874;;;2192705;
Senegal;SEN;1874;;;1108328;
Serbia;SRB;1874;;;1931512;
Seychelles;SYC;1874;;;15617;
Sierra Leone;SLE;1874;;;910144;
Singapore;SGP;1874;;;94889;
Slovakia;SVK;1874;;;2601062;
Slovenia;SVN;1874;;;755442;
Solomon Islands;SLB;1874;;;95998;
Somalia;SOM;1874;;;1479287;
South Africa;ZAF;1874;;1562;3956419;
South Korea;KOR;1874;;;9518090;
South Sudan;SSD;1874;;;1491639;
Spain;ESP;1874;;2216;16461539;
Sri Lanka;LKA;1874;;1235;2932709;
Sudan;SDN;1874;;;4803709;
Suriname;SUR;1874;;;89684;
Sweden;SWE;1874;44,23;2370;4325182;
Switzerland;CHE;1874;;3322,50708;2720084;
Syria;SYR;1874;;;1585786;
Taiwan;TWN;1874;;;2349824;
Tajikistan;TJK;1874;;;760866;
Tanzania;TZA;1874;;;5325713;
Thailand;THA;1874;;;6005383;
Timor;TLS;1874;;;271988;
Togo;TGO;1874;;;602515;
Tonga;TON;1874;;;19405;
Trinidad and Tobago;TTO;1874;;;142197;
Tunisia;TUN;1874;;;1430387;
Turkey;TUR;1874;;;12105559;
Turkmenistan;TKM;1874;;;600219;
Tuvalu;TUV;1874;;;3237;
Uganda;UGA;1874;;;3263783;
Ukraine;UKR;1874;;;18438742;
United Arab Emirates;ARE;1874;;;40482;
United Kingdom;GBR;1874;42,1;5874;32764920;
United States;USA;1874;;4964,987305;44716018;
Uruguay;URY;1874;;3918;389918;
Uzbekistan;UZB;1874;;;3123377;
Vanuatu;VUT;1874;;;45539;
Vatican;VAT;1874;;;908;
Venezuela;VEN;1874;;2077;1820686;
Vietnam;VNM;1874;;;10584457;
World;OWID_WRL;1874;;;1375441175;
Yemen;YEM;1874;;;2829028;
Zambia;ZMB;1874;;;1599810;
Zimbabwe;ZWE;1874;;;844990;
Afghanistan;AFG;1875;;;4247357;
Albania;ALB;1875;;;636206;
Algeria;DZA;1875;;;3637850;
Andorra;AND;1875;;;3896;
Angola;AGO;1875;;;2963345;
Antigua and Barbuda;ATG;1875;;;34845;
Argentina;ARG;1875;33,2;2606;2099952;
Armenia;ARM;1875;;;679224;
Australia;AUS;1875;;6596;1964507;
Austria;AUT;1875;;3145;4728390;
Azerbaijan;AZE;1875;;;1455483;
Bahamas;BHS;1875;;;42847;
Bahrain;BHR;1875;;;66067;
Bangladesh;BGD;1875;;;23848350;
Barbados;BRB;1875;;;166964;
Belarus;BLR;1875;;;3899872;
Belgium;BEL;1875;42,13;4560;5311440;
Belize;BLZ;1875;;;26300;
Benin;BEN;1875;;;971891;
Bhutan;BTN;1875;;;301729;
Bolivia;BOL;1875;;;1330983;
Bosnia and Herzegovina;BIH;1875;;;1251651;
Botswana;BWA;1875;;;128415;
Brazil;BRA;1875;;1122;10782048;
Brunei;BRN;1875;;;7512;
Bulgaria;BGR;1875;;;2778953;
Burkina Faso;BFA;1875;;;2022494;
Burundi;BDI;1875;;;1608684;
Cambodia;KHM;1875;;;2419236;
Cameroon;CMR;1875;;;3101025;
Canada;CAN;1875;;2844;4033866;
Cape Verde;CPV;1875;;;106204;
Central African Republic;CAF;1875;;;974132;
Chad;TCD;1875;;;1860694;
Chile;CHL;1875;;2050;2161950;
China;CHN;1875;;;363629353;
Colombia;COL;1875;;1105;2633399;
Comoros;COM;1875;;;71034;
Congo;COG;1875;;;565306;
Costa Rica;CRI;1875;30,21;;163195;
Cote d'Ivoire;CIV;1875;;;1236150;
Croatia;HRV;1875;;;1992788;
Cuba;CUB;1875;;;1437089;
Cyprus;CYP;1875;;;185663;
Czechia;CZE;1875;34,95;;7943875;
Democratic Republic of Congo;COD;1875;;;9136134;
Denmark;DNK;1875;44,44;3366;1983514;
Djibouti;DJI;1875;;;40458;
Dominica;DMA;1875;;;27375;
Dominican Republic;DOM;1875;;;275176;
Ecuador;ECU;1875;;;1081801;
Egypt;EGY;1875;;;7136717;
El Salvador;SLV;1875;;;575254;
Equatorial Guinea;GNQ;1875;;;127255;
Eritrea;ERI;1875;;;629905;
Estonia;EST;1875;;;646798;
Eswatini;SWZ;1875;;;84956;
Ethiopia;ETH;1875;;;18230596;
Fiji;FJI;1875;;;128252;
Finland;FIN;1875;41,57;1930;1894324;
France;FRA;1875;43,12;3537;38461370;
Gabon;GAB;1875;;;349253;
Gambia;GMB;1875;;;133842;
Georgia;GEO;1875;;;1771245;
Germany;DEU;1875;38,37;3366;41598517;
Ghana;GHA;1875;;;2247117;
Greece;GRC;1875;;1929;3862846;
Grenada;GRD;1875;;;39816;
Guatemala;GTM;1875;;;1170448;
Guinea;GIN;1875;;;1255422;
Guinea-Bissau;GNB;1875;;;239484;
Guyana;GUY;1875;;;216155;
Haiti;HTI;1875;;;1226556;
Honduras;HND;1875;;;362158;
Hong Kong;HKG;1875;;;142301;
Hungary;HUN;1875;;;6077624;
Iceland;ISL;1875;36,6;;70868;
India;IND;1875;;;258107664;
Indonesia;IDN;1875;;832;28625397;
Iran;IRN;1875;;;8667628;
Iraq;IRQ;1875;;;1681772;
Ireland;IRL;1875;;;5281809;
Israel;ISR;1875;;;273838;
Italy;ITA;1875;31,33;2727;28582629;
Jamaica;JAM;1875;;;540804;
Japan;JPN;1875;36,8;;35460646;
Jordan;JOR;1875;;;257847;
Kazakhstan;KAZ;1875;;;3351806;
Kenya;KEN;1875;;;3902807;
Kiribati;KIR;1875;;;23121;
Kuwait;KWT;1875;;;84285;
Kyrgyzstan;KGZ;1875;;;874129;
Laos;LAO;1875;;;819612;
Latvia;LVA;1875;;;1438990;
Lebanon;LBN;1875;;;475086;
Lesotho;LSO;1875;;;225501;
Liberia;LBR;1875;;;399041;
Libya;LBY;1875;;;356171;
Liechtenstein;LIE;1875;;;8610;
Lithuania;LTU;1875;;;1747551;
Luxembourg;LUX;1875;;;203668;
Madagascar;MDG;1875;;;2808101;
Malawi;MWI;1875;;;2124862;
Malaysia;MYS;1875;;;930186;
Maldives;MDV;1875;;;56770;
Mali;MLI;1875;;;1840790;
Malta;MLT;1875;;;186353;
Marshall Islands;MHL;1875;;;21425;
Mauritania;MRT;1875;;;312766;
Mauritius;MUS;1875;;;346399;
Mexico;MEX;1875;;;9726329;
Micronesia (country);FSM;1875;;;21602;
Moldova;MDA;1875;;;1174308;
Monaco;MCO;1875;;;15526;
Mongolia;MNG;1875;;;670930;
Montenegro;MNE;1875;;;297123;
Morocco;MAR;1875;;;3656122;
Mozambique;MOZ;1875;;;4557636;
Myanmar;MMR;1875;;;3853099;
Namibia;NAM;1875;;;154442;
Nauru;NRU;1875;;;1917;
Nepal;NPL;1875;;;4751513;
Netherlands;NLD;1875;38,22;4584;3810799;
New Zealand;NZL;1875;;5879;389684;
Nicaragua;NIC;1875;;;380798;
Niger;NER;1875;;;1127658;
Nigeria;NGA;1875;;;15699396;
North Korea;PRK;1875;;;4759066;
North Macedonia;MKD;1875;;;640080;
Norway;NOR;1875;47,62;2410;1824893;
Oman;OMN;1875;;;361742;
Pakistan;PAK;1875;;;16212205;
Palau;PLW;1875;;;5072;
Palestine;PSE;1875;;;211780;
Panama;PAN;1875;;;185576;
Papua New Guinea;PNG;1875;;;897344;
Paraguay;PRY;1875;;;318746;
Peru;PER;1875;;1627;2787739;
Philippines;PHL;1875;;;5250664;
Poland;POL;1875;;1686;18052370;
Portugal;PRT;1875;;1529;4463967;
Qatar;QAT;1875;;;14326;
Romania;ROU;1875;;450;9427815;
Russia;RUS;1875;;;51760264;
Rwanda;RWA;1875;;;1555582;
Saint Kitts and Nevis;KNA;1875;;;42569;
Saint Lucia;LCA;1875;;;35977;
Saint Vincent and the Grenadines;VCT;1875;;;38429;
Samoa;WSM;1875;;;39281;
San Marino;SMR;1875;;;8330;
Sao Tome and Principe;STP;1875;;;33521;
Saudi Arabia;SAU;1875;;;2190663;
Senegal;SEN;1875;;;1120064;
Serbia;SRB;1875;;;1927874;
Seychelles;SYC;1875;;;15692;
Sierra Leone;SLE;1875;;;917208;
Singapore;SGP;1875;;;97886;
Slovakia;SVK;1875;;;2610154;
Slovenia;SVN;1875;;;762152;
Solomon Islands;SLB;1875;;;96788;
Somalia;SOM;1875;;;1480666;
South Africa;ZAF;1875;;1741;4001774;
South Korea;KOR;1875;;;9512122;
South Sudan;SSD;1875;;;1504579;
Spain;ESP;1875;;2276;16527215;
Sri Lanka;LKA;1875;;1245;2958857;
Sudan;SDN;1875;;;4807923;
Suriname;SUR;1875;;;89874;
Sweden;SWE;1875;44,54;2286;4365892;
Switzerland;CHE;1875;;3598,772217;2738071;
Syria;SYR;1875;;;1590391;
Taiwan;TWN;1875;;;2356288;
Tajikistan;TJK;1875;;;767706;
Tanzania;TZA;1875;;;5319883;
Thailand;THA;1875;;;6051372;
Timor;TLS;1875;;;275284;
Togo;TGO;1875;;;608387;
Tonga;TON;1875;;;19444;
Trinidad and Tobago;TTO;1875;;;146886;
Tunisia;TUN;1875;;;1445429;
Turkey;TUR;1875;;;12179625;
Turkmenistan;TKM;1875;;;605676;
Tuvalu;TUV;1875;;;3252;
Uganda;UGA;1875;;;3279797;
Ukraine;UKR;1875;;;18610886;
United Arab Emirates;ARE;1875;;;40697;
United Kingdom;GBR;1875;41,45;5950;33091275;
United States;USA;1875;;5105,117676;45766631;
Uruguay;URY;1875;;3241;401986;
Uzbekistan;UZB;1875;;;3151204;
Vanuatu;VUT;1875;;;45920;
Vatican;VAT;1875;;;908;
Venezuela;VEN;1875;;1846;1853478;
Vietnam;VNM;1875;;;10612804;
World;OWID_WRL;1875;;;1383207445;
Yemen;YEM;1875;;;2832873;
Zambia;ZMB;1875;;;1600451;
Zimbabwe;ZWE;1875;;;853423;
Afghanistan;AFG;1876;;;4268552;
Albania;ALB;1876;;;642320;
Algeria;DZA;1876;;;3674121;
Andorra;AND;1876;;;3923;
Angola;AGO;1876;;;2982389;
Antigua and Barbuda;ATG;1876;;;34838;
Argentina;ARG;1876;;2611;2167065;
Armenia;ARM;1876;;;685298;
Australia;AUS;1876;;6387;2006403;
Austria;AUT;1876;;3188;4770776;
Azerbaijan;AZE;1876;;;1468881;
Bahamas;BHS;1876;;;43424;
Bahrain;BHR;1876;;;66448;
Bangladesh;BGD;1876;25,5;;23931763;
Barbados;BRB;1876;;;167968;
Belarus;BLR;1876;;;3935954;
Belgium;BEL;1876;43,65;4583;5355982;
Belize;BLZ;1876;;;26516;
Benin;BEN;1876;;;981881;
Bhutan;BTN;1876;;;300376;
Bolivia;BOL;1876;;;1292414;
Bosnia and Herzegovina;BIH;1876;;;1271792;
Botswana;BWA;1876;;;129703;
